ano,mes,data,regiao,uf,modalidade_credito,valor_credito,taxa_juros,inadimplencia_percentual,quantidade_clientes,renda_media,prazo_medio_pagamento,risco_credito,setor_economico
2015,2,2015-02-01,Sudeste,SP,Cartão,7719649.83,64.37,19.57,26364,3009.3,59.9,Baixo,Comércio
2015,2,2015-02-01,Sudeste,RJ,Veículos,1574916.45,57.88,12.33,43106,4593.46,68.7,Médio,Agropecuária
2015,2,2015-02-01,Sudeste,RJ,Imobiliário,6328953.1,84.6,19.07,33867,5985.1,163.8,Médio,Indústria
2015,2,2015-02-01,Sudeste,RJ,Empresarial,3549904.63,49.07,11.22,27520,3990.3,208.2,Alto,Agropecuária
2015,2,2015-02-01,Sudeste,RJ,Crédito pessoal,9753421.39,9.37,16.38,28609,4978.35,236.4,Médio,Comércio
2015,2,2015-02-01,Sudeste,MG,Crédito pessoal,4418811.92,52.09,15.56,34147,2477.88,98.1,Alto,Serviços
2015,2,2015-02-01,Sudeste,MG,Empresarial,2652512.7,18.56,13.25,10488,3080.96,79.7,Baixo,Agropecuária
2015,2,2015-02-01,Sudeste,MG,Imobiliário,8773063.67,60.92,9.46,16002,5929.95,130.1,Médio,Serviços
2015,2,2015-02-01,Sudeste,ES,Crédito pessoal,2970804.35,64.09,13.65,45451,2038.63,99.9,Alto,Serviços
2015,2,2015-02-01,Sudeste,ES,Imobiliário,4611498.65,19.34,12.99,29920,3424.81,204.0,Médio,Comércio
2015,2,2015-02-01,Sudeste,ES,Crédito pessoal,1981242.93,55.14,17.39,9231,4214.35,64.6,Alto,Agropecuária
2015,2,2015-02-01,Sul,PR,Imobiliário,1898628.94,14.45,14.4,14653,2404.47,105.2,Baixo,Serviços
2015,2,2015-02-01,Sul,PR,Empresarial,6491998.86,35.94,17.35,1734,1709.72,24.1,Médio,Serviços
2015,2,2015-02-01,Sul,SC,Empresarial,590799.35,62.6,16.45,31417,3072.03,117.8,Baixo,Agropecuária
2015,2,2015-02-01,Sul,SC,Veículos,9536977.83,29.75,8.96,34595,4424.31,38.4,Baixo,Agropecuária
2015,2,2015-02-01,Sul,RS,Veículos,9339128.56,41.28,16.32,7069,1845.49,145.7,Baixo,Indústria
2015,2,2015-02-01,Sul,RS,Cartão,6815074.05,47.79,5.18,13684,2764.94,196.1,Médio,Indústria
2015,3,2015-03-01,Norte,AM,Empresarial,6440996.35,66.55,10.12,18158,5288.82,70.2,Baixo,Indústria
2015,3,2015-03-01,Norte,PA,Crédito pessoal,4332932.93,34.84,5.34,34490,5462.6,107.5,Baixo,Comércio
2015,3,2015-03-01,Norte,PA,Imobiliário,9092438.97,54.79,13.61,35254,4467.51,204.8,Alto,Indústria
2015,3,2015-03-01,Norte,RO,Imobiliário,8546043.04,76.82,4.14,5263,4356.84,116.1,Alto,Serviços
2015,3,2015-03-01,Norte,TO,Imobiliário,2509682.1,35.91,16.62,49943,1677.52,87.0,Baixo,Indústria
2015,3,2015-03-01,Nordeste,BA,Crédito pessoal,1486491.26,87.74,15.02,12084,5813.11,232.4,Alto,Serviços
2015,3,2015-03-01,Nordeste,BA,Empresarial,857833.36,28.54,13.88,23162,4016.24,216.1,Médio,Indústria
2015,3,2015-03-01,Nordeste,PE,Imobiliário,1183168.62,23.52,6.95,2188,2740.64,170.2,Médio,Indústria
2015,3,2015-03-01,Nordeste,PE,Imobiliário,3063660.1,53.08,10.09,19407,4123.69,116.4,Alto,Comércio
2015,3,2015-03-01,Nordeste,CE,Empresarial,1387206.93,63.98,13.97,31724,2480.41,70.1,Baixo,Comércio
2015,3,2015-03-01,Nordeste,CE,Imobiliário,9927685.13,41.41,11.23,48709,5090.47,190.4,Médio,Indústria
2015,3,2015-03-01,Nordeste,MA,Veículos,1318123.34,7.81,10.46,46504,3903.32,197.4,Médio,Serviços
2015,3,2015-03-01,Nordeste,PB,Empresarial,5486851.21,70.99,8.45,39385,5739.77,164.4,Médio,Comércio
2015,3,2015-03-01,Centro-Oeste,DF,Crédito pessoal,1684165.75,34.87,13.75,29652,2178.37,61.7,Médio,Agropecuária
2015,3,2015-03-01,Centro-Oeste,GO,Cartão,2470288.75,69.45,10.62,20128,5581.52,184.3,Alto,Comércio
2015,3,2015-03-01,Centro-Oeste,GO,Imobiliário,5528607.77,68.07,9.89,33124,1659.13,190.0,Alto,Agropecuária
2015,3,2015-03-01,Centro-Oeste,MT,Empresarial,4948958.93,85.77,14.29,19791,1755.65,51.6,Baixo,Indústria
2015,3,2015-03-01,Centro-Oeste,MS,Crédito pessoal,5354826.25,51.76,19.98,20800,4516.87,168.0,Baixo,Indústria
2015,3,2015-03-01,Sudeste,SP,Empresarial,3787021.03,35.2,14.05,37418,3061.2,69.9,Médio,Serviços
2015,3,2015-03-01,Sudeste,SP,Crédito pessoal,4562900.81,23.99,4.65,10391,5530.49,23.4,Alto,Comércio
2015,3,2015-03-01,Sudeste,SP,Empresarial,4696475.16,69.17,17.12,14417,2607.67,119.4,Alto,Indústria
2015,3,2015-03-01,Sudeste,RJ,Veículos,5474658.89,84.29,13.55,6260,5231.03,238.2,Baixo,Indústria
2015,3,2015-03-01,Sudeste,RJ,Crédito pessoal,8784295.78,69.48,17.75,39542,3798.85,8.9,Alto,Indústria
2015,3,2015-03-01,Sudeste,RJ,Imobiliário,3074647.61,25.75,3.52,39800,4056.37,190.5,Baixo,Comércio
2015,3,2015-03-01,Sudeste,RJ,Empresarial,3678644.38,56.46,3.89,11831,4508.06,164.2,Médio,Comércio
2015,3,2015-03-01,Sudeste,MG,Empresarial,7524597.11,47.83,11.96,25580,2821.78,50.5,Alto,Comércio
2015,3,2015-03-01,Sudeste,MG,Crédito pessoal,8990812.94,51.81,1.94,14237,2938.41,233.3,Médio,Comércio
2015,3,2015-03-01,Sudeste,MG,Crédito pessoal,2850550.95,46.94,9.38,14698,3607.4,71.6,Médio,Agropecuária
2015,3,2015-03-01,Sudeste,ES,Empresarial,5526462.43,51.16,17.28,45029,2588.7,67.7,Alto,Indústria
2015,3,2015-03-01,Sudeste,ES,Empresarial,7224688.12,68.55,1.33,16468,2299.5,159.4,Alto,Indústria
2015,3,2015-03-01,Sudeste,ES,Crédito pessoal,5910990.99,21.44,12.89,35906,2956.56,136.5,Alto,Indústria
2015,3,2015-03-01,Sul,PR,Crédito pessoal,6321711.64,50.06,17.59,9623,4189.34,7.8,Alto,Indústria
2015,3,2015-03-01,Sul,PR,Crédito pessoal,5045106.29,34.15,8.66,20287,3843.17,128.9,Baixo,Indústria
2015,3,2015-03-01,Sul,SC,Empresarial,9496066.75,65.78,17.17,13674,5491.58,33.7,Alto,Serviços
2015,3,2015-03-01,Sul,SC,Empresarial,7234664.2,46.63,2.06,11249,1538.27,74.0,Alto,Serviços
2015,3,2015-03-01,Sul,RS,Veículos,2263514.91,33.3,2.78,7518,3037.68,204.8,Baixo,Agropecuária
2015,3,2015-03-01,Sul,RS,Crédito pessoal,5358576.08,44.08,6.07,23765,3162.5,173.7,Baixo,Comércio
2015,4,2015-04-01,Norte,AM,Empresarial,8207516.33,71.43,6.07,25490,5350.86,75.3,Baixo,Indústria
2015,4,2015-04-01,Norte,PA,Imobiliário,4443862.59,7.24,12.06,47759,4351.87,6.4,Médio,Agropecuária
2015,4,2015-04-01,Norte,PA,Veículos,7976766.92,85.63,13.67,16562,4373.65,77.3,Alto,Indústria
2015,4,2015-04-01,Norte,RO,Cartão,616287.79,74.25,5.5,13454,4323.43,36.8,Baixo,Agropecuária
2015,4,2015-04-01,Norte,TO,Cartão,4170221.23,39.4,18.29,16349,5830.2,239.7,Alto,Comércio
2015,4,2015-04-01,Nordeste,BA,Imobiliário,9363085.04,60.5,16.82,5057,2627.85,233.1,Alto,Serviços
2015,4,2015-04-01,Nordeste,BA,Crédito pessoal,959178.49,28.14,9.94,43045,5933.17,98.5,Médio,Agropecuária
2015,4,2015-04-01,Nordeste,PE,Imobiliário,7500320.61,69.67,10.76,6580,5795.73,228.4,Alto,Serviços
2015,4,2015-04-01,Nordeste,PE,Empresarial,3310712.58,24.25,19.1,43232,1863.82,98.2,Alto,Indústria
2015,4,2015-04-01,Nordeste,CE,Cartão,4765603.73,69.83,10.25,20665,4719.36,20.4,Baixo,Agropecuária
2015,4,2015-04-01,Nordeste,CE,Empresarial,1865502.91,61.32,17.26,18813,4505.66,161.3,Alto,Comércio
2015,4,2015-04-01,Nordeste,MA,Cartão,5654226.61,12.97,2.38,12176,4918.86,147.2,Alto,Indústria
2015,4,2015-04-01,Nordeste,PB,Imobiliário,5834829.61,48.8,12.3,31711,5617.93,90.8,Médio,Indústria
2015,4,2015-04-01,Centro-Oeste,DF,Veículos,354079.05,49.95,11.87,20966,2939.83,58.9,Alto,Comércio
2015,4,2015-04-01,Centro-Oeste,GO,Cartão,7038011.78,33.95,3.35,35935,5349.31,102.0,Médio,Indústria
2015,4,2015-04-01,Centro-Oeste,GO,Imobiliário,5256173.28,79.22,7.57,45472,2135.86,110.8,Alto,Indústria
2015,4,2015-04-01,Centro-Oeste,MT,Empresarial,9221987.79,36.07,16.01,39793,3940.81,212.6,Alto,Indústria
2015,4,2015-04-01,Centro-Oeste,MS,Imobiliário,9212108.95,24.11,6.8,10895,5834.91,189.4,Alto,Serviços
2015,4,2015-04-01,Sudeste,SP,Empresarial,5217091.01,34.89,11.24,7493,3038.17,8.1,Alto,Serviços
2015,4,2015-04-01,Sudeste,SP,Cartão,5760089.14,86.11,16.93,6619,4408.52,115.9,Baixo,Agropecuária
2015,4,2015-04-01,Sudeste,SP,Veículos,1663048.77,20.29,3.25,15684,3574.08,123.4,Médio,Agropecuária
2015,4,2015-04-01,Sudeste,RJ,Imobiliário,1694646.07,60.85,12.22,16296,5739.86,94.9,Alto,Agropecuária
2015,4,2015-04-01,Sudeste,RJ,Crédito pessoal,9067663.25,38.71,5.1,26046,1615.96,173.9,Baixo,Comércio
2015,4,2015-04-01,Sudeste,RJ,Veículos,1718769.67,64.13,7.56,25376,5439.14,207.7,Médio,Indústria
2015,4,2015-04-01,Sudeste,RJ,Imobiliário,5686539.48,47.98,3.36,22829,4454.43,202.1,Baixo,Indústria
2015,4,2015-04-01,Sudeste,MG,Cartão,8246458.07,18.57,3.51,5609,5763.62,14.5,Médio,Agropecuária
2015,4,2015-04-01,Sudeste,MG,Cartão,4518657.64,75.76,16.67,4773,2548.31,113.6,Baixo,Indústria
2015,4,2015-04-01,Sudeste,MG,Empresarial,2605805.63,61.09,4.45,6558,5222.09,151.0,Alto,Indústria
2015,4,2015-04-01,Sudeste,ES,Crédito pessoal,3824868.47,26.08,10.65,7030,4488.65,156.3,Baixo,Comércio
2015,4,2015-04-01,Sudeste,ES,Empresarial,2594279.33,63.61,17.88,21888,4875.67,49.8,Baixo,Serviços
2015,4,2015-04-01,Sudeste,ES,Imobiliário,9445802.15,23.27,6.05,31350,3443.91,17.8,Médio,Comércio
2015,4,2015-04-01,Sul,PR,Crédito pessoal,7291664.98,58.52,5.7,40898,4893.06,66.5,Médio,Agropecuária
2015,4,2015-04-01,Sul,PR,Imobiliário,5308420.51,31.12,19.42,3190,4295.95,175.0,Baixo,Comércio
2015,4,2015-04-01,Sul,SC,Cartão,594236.61,63.18,16.59,25305,3772.74,124.5,Alto,Serviços
2015,4,2015-04-01,Sul,SC,Cartão,9256013.25,72.1,17.94,30046,3165.33,121.2,Alto,Indústria
2015,4,2015-04-01,Sul,RS,Veículos,5041680.32,48.72,3.19,44136,1546.5,179.6,Baixo,Comércio
2015,4,2015-04-01,Sul,RS,Imobiliário,1742619.56,9.38,6.33,864,4356.03,14.3,Baixo,Agropecuária
2015,5,2015-05-01,Norte,AM,Cartão,9671365.85,83.33,11.4,15394,3887.4,201.8,Alto,Serviços
2015,5,2015-05-01,Norte,PA,Crédito pessoal,7725555.93,56.1,4.25,24170,5877.95,93.3,Baixo,Agropecuária
2015,5,2015-05-01,Norte,PA,Veículos,8640363.93,13.55,11.43,12117,4603.6,20.8,Alto,Agropecuária
2015,5,2015-05-01,Norte,RO,Imobiliário,3839106.22,35.03,18.2,37776,1624.72,52.8,Alto,Comércio
2015,5,2015-05-01,Norte,TO,Imobiliário,3024798.95,74.25,12.5,26017,1618.63,67.7,Alto,Comércio
2015,5,2015-05-01,Nordeste,BA,Veículos,8496748.96,59.2,3.9,17017,3539.89,196.8,Alto,Agropecuária
2015,5,2015-05-01,Nordeste,BA,Veículos,5429753.37,58.99,2.96,16801,5831.36,176.2,Alto,Serviços
2015,5,2015-05-01,Nordeste,PE,Veículos,3167878.7,58.88,14.47,26799,4444.39,148.6,Alto,Comércio
2015,5,2015-05-01,Nordeste,PE,Crédito pessoal,3629057.94,20.74,10.0,15921,5847.58,71.2,Médio,Indústria
2015,5,2015-05-01,Nordeste,CE,Crédito pessoal,2930901.49,79.3,14.77,48621,4923.14,73.1,Alto,Agropecuária
2015,5,2015-05-01,Nordeste,CE,Cartão,2944985.95,17.63,4.75,37745,4334.71,143.7,Baixo,Indústria
2015,5,2015-05-01,Nordeste,MA,Crédito pessoal,2755832.0,66.8,14.38,26183,4939.27,44.4,Baixo,Indústria
2015,5,2015-05-01,Nordeste,PB,Crédito pessoal,2763646.54,58.37,13.55,12606,3178.55,55.3,Médio,Agropecuária
2015,5,2015-05-01,Centro-Oeste,DF,Cartão,2931724.06,21.69,11.02,16828,5632.72,83.8,Alto,Agropecuária
2015,5,2015-05-01,Centro-Oeste,GO,Veículos,9397319.75,39.02,15.81,19419,2823.15,119.2,Alto,Serviços
2015,5,2015-05-01,Centro-Oeste,GO,Empresarial,9632415.02,67.37,15.93,31510,3399.8,10.7,Alto,Serviços
2015,5,2015-05-01,Centro-Oeste,MT,Imobiliário,3776512.71,35.68,12.63,47054,3025.55,195.3,Baixo,Indústria
2015,5,2015-05-01,Centro-Oeste,MS,Veículos,7527409.66,22.73,3.58,29521,4088.78,93.9,Alto,Indústria
2015,5,2015-05-01,Sudeste,SP,Imobiliário,789263.31,71.19,2.6,41814,5428.35,126.3,Médio,Indústria
2015,5,2015-05-01,Sudeste,SP,Crédito pessoal,3126827.95,38.35,17.28,20842,2620.64,74.7,Baixo,Comércio
2015,5,2015-05-01,Sudeste,SP,Veículos,3024475.31,27.19,4.88,41215,5312.26,119.4,Médio,Serviços
2015,5,2015-05-01,Sudeste,RJ,Crédito pessoal,1908399.63,73.24,19.22,23048,5398.57,170.0,Médio,Serviços
2015,5,2015-05-01,Sudeste,RJ,Cartão,2821399.53,47.78,18.21,45187,4535.94,139.8,Baixo,Agropecuária
2015,5,2015-05-01,Sudeste,RJ,Veículos,2084247.67,77.36,13.96,28071,3011.26,233.8,Alto,Comércio
2015,5,2015-05-01,Sudeste,RJ,Crédito pessoal,2185901.57,87.09,12.47,30387,2487.91,35.9,Médio,Agropecuária
2015,5,2015-05-01,Sudeste,MG,Empresarial,9705133.61,9.45,10.3,1216,2769.48,10.8,Baixo,Agropecuária
2015,5,2015-05-01,Sudeste,MG,Cartão,2365284.53,79.26,8.4,2451,4018.57,228.2,Médio,Serviços
2015,5,2015-05-01,Sudeste,MG,Empresarial,1694492.84,28.13,13.8,27856,4146.87,224.4,Alto,Indústria
2015,5,2015-05-01,Sudeste,ES,Cartão,4632497.65,86.57,10.41,7852,5506.63,60.0,Baixo,Comércio
2015,5,2015-05-01,Sudeste,ES,Imobiliário,6181656.75,26.51,6.8,30556,5265.0,178.3,Baixo,Comércio
2015,5,2015-05-01,Sudeste,ES,Crédito pessoal,8303193.7,60.76,9.98,23441,4555.72,191.8,Médio,Agropecuária
2015,5,2015-05-01,Sul,PR,Veículos,4381837.68,82.59,6.36,44937,3603.62,8.6,Alto,Indústria
2015,5,2015-05-01,Sul,PR,Empresarial,915053.24,74.8,5.59,37843,5317.96,158.6,Alto,Comércio
2015,5,2015-05-01,Sul,SC,Crédito pessoal,8853697.96,58.09,16.32,38062,2594.01,217.6,Médio,Indústria
2015,5,2015-05-01,Sul,SC,Imobiliário,9598400.45,17.93,16.23,30385,5381.7,36.0,Médio,Indústria
2015,5,2015-05-01,Sul,RS,Veículos,3812881.95,60.58,16.48,45818,2962.52,125.4,Médio,Comércio
2015,5,2015-05-01,Sul,RS,Veículos,7498943.35,79.81,16.69,45342,2706.28,127.3,Baixo,Agropecuária
2015,6,2015-06-01,Norte,AM,Empresarial,4380890.44,51.94,15.1,24483,2233.24,194.5,Baixo,Agropecuária
2015,6,2015-06-01,Norte,PA,Empresarial,6055399.76,18.29,16.82,25463,1751.18,151.3,Médio,Agropecuária
2015,6,2015-06-01,Norte,PA,Veículos,4403357.11,68.94,19.0,25005,3601.04,140.0,Baixo,Serviços
2015,6,2015-06-01,Norte,RO,Imobiliário,8857552.95,85.2,19.45,19134,4506.77,122.7,Alto,Serviços
2015,6,2015-06-01,Norte,TO,Cartão,5557953.52,64.58,6.7,13001,2277.14,155.8,Alto,Serviços
2015,6,2015-06-01,Nordeste,BA,Veículos,1094956.17,65.58,15.8,18849,5643.59,229.8,Médio,Serviços
2015,6,2015-06-01,Nordeste,BA,Imobiliário,8354088.81,66.4,7.35,37508,4823.39,137.6,Médio,Agropecuária
2015,6,2015-06-01,Nordeste,PE,Veículos,5724267.0,89.9,13.54,8402,1931.49,100.2,Baixo,Serviços
2015,6,2015-06-01,Nordeste,PE,Crédito pessoal,7709968.98,48.84,13.29,40970,3623.18,129.9,Alto,Indústria
2015,6,2015-06-01,Nordeste,CE,Imobiliário,5424165.11,40.56,9.95,22929,5792.71,193.8,Médio,Agropecuária
2015,6,2015-06-01,Nordeste,CE,Empresarial,9688289.68,51.77,14.88,47949,4155.13,175.9,Médio,Agropecuária
2015,6,2015-06-01,Nordeste,MA,Empresarial,2072188.3,47.54,2.86,49369,3403.95,218.0,Baixo,Agropecuária
2015,6,2015-06-01,Nordeste,PB,Crédito pessoal,1211783.68,33.71,16.04,43132,5525.97,139.6,Alto,Serviços
2015,6,2015-06-01,Centro-Oeste,DF,Cartão,8523222.69,29.53,13.08,27452,1685.99,25.1,Médio,Serviços
2015,6,2015-06-01,Centro-Oeste,GO,Veículos,6286617.69,30.02,4.48,30629,3921.47,146.2,Alto,Indústria
2015,6,2015-06-01,Centro-Oeste,GO,Veículos,8447396.32,58.58,8.61,49004,4333.46,187.2,Médio,Indústria
2015,6,2015-06-01,Centro-Oeste,MT,Imobiliário,9682563.08,70.93,13.23,45822,1722.62,27.3,Médio,Comércio
2015,6,2015-06-01,Centro-Oeste,MS,Imobiliário,3994284.93,82.51,9.33,25827,4041.09,86.6,Alto,Agropecuária
2015,6,2015-06-01,Sudeste,SP,Imobiliário,4284573.58,77.99,2.84,285,4377.57,72.7,Médio,Agropecuária
2015,6,2015-06-01,Sudeste,SP,Empresarial,2450323.66,46.52,5.16,20238,2963.83,12.3,Baixo,Agropecuária
2015,6,2015-06-01,Sudeste,SP,Veículos,4208851.76,70.85,7.84,8689,1803.08,134.0,Alto,Agropecuária
2015,6,2015-06-01,Sudeste,RJ,Veículos,8956356.06,80.08,2.35,39131,4315.66,23.3,Baixo,Serviços
2015,6,2015-06-01,Sudeste,RJ,Empresarial,1880605.82,87.33,2.91,13912,2501.2,235.8,Alto,Indústria
2015,6,2015-06-01,Sudeste,RJ,Imobiliário,1531339.32,12.89,12.76,15023,2349.59,146.9,Médio,Agropecuária
2015,6,2015-06-01,Sudeste,RJ,Crédito pessoal,6203091.86,89.5,1.35,26639,1651.37,113.7,Baixo,Agropecuária
2015,6,2015-06-01,Sudeste,MG,Crédito pessoal,9942891.3,36.84,16.45,35491,2670.54,169.2,Baixo,Comércio
2015,6,2015-06-01,Sudeste,MG,Cartão,1409746.31,41.93,14.76,29923,4174.49,190.1,Alto,Agropecuária
2015,6,2015-06-01,Sudeste,MG,Cartão,2776073.41,76.41,16.45,139,2786.28,75.1,Baixo,Agropecuária
2015,6,2015-06-01,Sudeste,ES,Crédito pessoal,2083702.29,14.92,9.65,12823,2937.85,238.2,Médio,Indústria
2015,6,2015-06-01,Sudeste,ES,Cartão,6902160.62,50.27,4.72,21092,4389.46,167.4,Médio,Indústria
2015,6,2015-06-01,Sudeste,ES,Empresarial,9629777.99,53.09,16.42,1178,3389.26,137.1,Médio,Serviços
2015,6,2015-06-01,Sul,PR,Imobiliário,4746492.32,25.06,11.82,15984,4958.32,84.2,Baixo,Indústria
2015,6,2015-06-01,Sul,PR,Cartão,8140252.24,27.7,16.36,21399,5196.38,99.1,Baixo,Comércio
