ano,mes,data,regiao,uf,modalidade_credito,valor_credito,taxa_juros,inadimplencia_percentual,quantidade_clientes,renda_media,prazo_medio_pagamento,risco_credito,setor_economico,periodo,ano_mes,nome_mes,trimestre,credito_medio_por_cliente,risco_credito_normalizado,risco_score,faixa_inadimplencia,faixa_juros,faixa_renda,faixa_prazo_pagamento,operacao_critica,participacao_credito_percentual,ordem_periodo,periodo_rotulo
2015,2,2015-02-01,Centro-Oeste,GO,Crédito pessoal,662805.52,52.88,17.43,21857,2985.08,60.2,Alto,Agropecuária,2015-02,2015-02,Feb,T1,30.324633755776183,alto,3,Critica,Juros medios,Renda media,Curto prazo,Sim,0.0029530545964386503,201502,Feb/2015
2015,2,2015-02-01,Centro-Oeste,GO,Empresarial,2746835.82,89.39,9.63,33332,4256.52,36.0,Alto,Comércio,2015-02,2015-02,Feb,T1,82.4083709348374,alto,3,Alta,Juros altos,Renda media,Curto prazo,Sim,0.012238214527714446,201502,Feb/2015
2015,2,2015-02-01,Centro-Oeste,MT,Imobiliário,404562.52,42.69,8.51,45973,4233.47,237.2,Alto,Agropecuária,2015-02,2015-02,Feb,T1,8.800002610227743,alto,3,Alta,Juros medios,Renda media,Longo prazo,Sim,0.0018024822865579083,201502,Feb/2015
2015,2,2015-02-01,Centro-Oeste,MS,Empresarial,2227832.63,15.86,14.07,40793,5063.87,138.1,Alto,Indústria,2015-02,2015-02,Feb,T1,54.613110827838106,alto,3,Critica,Juros baixos,Renda alta,Medio prazo,Sim,0.009925854854252732,201502,Feb/2015
2015,2,2015-02-01,Sudeste,SP,Crédito pessoal,509352.4,26.13,8.81,3206,2229.99,206.1,Baixo,Indústria,2015-02,2015-02,Feb,T1,158.8747348721148,baixo,1,Alta,Juros baixos,Renda baixa,Longo prazo,Sim,0.002269361676449312,201502,Feb/2015
2015,2,2015-02-01,Sudeste,SP,Imobiliário,3475451.78,31.33,12.49,24951,1559.47,146.2,Baixo,Agropecuária,2015-02,2015-02,Feb,T1,139.29108172017152,baixo,1,Critica,Juros baixos,Renda baixa,Medio prazo,Sim,0.015484480053258894,201502,Feb/2015
2015,2,2015-02-01,Sudeste,SP,Cartão,7719649.83,64.37,19.57,26364,3009.3,59.9,Baixo,Comércio,2015-02,2015-02,Feb,T1,292.810265134274,baixo,1,Critica,Juros altos,Renda media,Curto prazo,Sim,0.03439402166321479,201502,Feb/2015
2015,2,2015-02-01,Sudeste,RJ,Veículos,1574916.45,57.88,12.33,43106,4593.46,68.7,Médio,Agropecuária,2015-02,2015-02,Feb,T1,36.53589871479608,medio,2,Critica,Juros medios,Renda alta,Curto prazo,Sim,0.007016861087215057,201502,Feb/2015
2015,2,2015-02-01,Sudeste,RJ,Imobiliário,6328953.1,84.6,19.07,33867,5985.1,163.8,Médio,Indústria,2015-02,2015-02,Feb,T1,186.87669707975314,medio,2,Critica,Juros altos,Renda alta,Longo prazo,Sim,0.028197930582412233,201502,Feb/2015
2015,2,2015-02-01,Sudeste,RJ,Empresarial,3549904.63,49.07,11.22,27520,3990.3,208.2,Alto,Agropecuária,2015-02,2015-02,Feb,T1,128.99362754360465,alto,3,Critica,Juros medios,Renda media,Longo prazo,Sim,0.015816196256996085,201502,Feb/2015
2015,2,2015-02-01,Sudeste,RJ,Crédito pessoal,9753421.39,9.37,16.38,28609,4978.35,236.4,Médio,Comércio,2015-02,2015-02,Feb,T1,340.9214369603971,medio,2,Critica,Juros baixos,Renda alta,Longo prazo,Sim,0.043455259495639914,201502,Feb/2015
2015,2,2015-02-01,Sudeste,MG,Crédito pessoal,4418811.92,52.09,15.56,34147,2477.88,98.1,Alto,Serviços,2015-02,2015-02,Feb,T1,129.40556769262307,alto,3,Critica,Juros medios,Renda baixa,Medio prazo,Sim,0.019687513844413813,201502,Feb/2015
2015,2,2015-02-01,Sudeste,MG,Empresarial,2652512.7,18.56,13.25,10488,3080.96,79.7,Baixo,Agropecuária,2015-02,2015-02,Feb,T1,252.9092963386728,baixo,1,Critica,Juros baixos,Renda media,Curto prazo,Sim,0.01181796859634919,201502,Feb/2015
2015,2,2015-02-01,Sudeste,MG,Imobiliário,8773063.67,60.92,9.46,16002,5929.95,130.1,Médio,Serviços,2015-02,2015-02,Feb,T1,548.2479483814523,medio,2,Alta,Juros medios,Renda alta,Medio prazo,Sim,0.039087387195481466,201502,Feb/2015
2015,2,2015-02-01,Sudeste,ES,Crédito pessoal,2970804.35,64.09,13.65,45451,2038.63,99.9,Alto,Serviços,2015-02,2015-02,Feb,T1,65.36279399793185,alto,3,Critica,Juros altos,Renda baixa,Medio prazo,Sim,0.013236080835427315,201502,Feb/2015
2015,2,2015-02-01,Sudeste,ES,Imobiliário,4611498.65,19.34,12.99,29920,3424.81,204.0,Médio,Comércio,2015-02,2015-02,Feb,T1,154.1276286764706,medio,2,Critica,Juros baixos,Renda media,Longo prazo,Sim,0.02054600765071047,201502,Feb/2015
2015,2,2015-02-01,Sudeste,ES,Crédito pessoal,1981242.93,55.14,17.39,9231,4214.35,64.6,Alto,Agropecuária,2015-02,2015-02,Feb,T1,214.62928501787454,alto,3,Critica,Juros medios,Renda media,Curto prazo,Sim,0.008827202496892419,201502,Feb/2015
2015,2,2015-02-01,Sul,PR,Imobiliário,1898628.94,14.45,14.4,14653,2404.47,105.2,Baixo,Serviços,2015-02,2015-02,Feb,T1,129.57271139015901,baixo,1,Critica,Juros baixos,Renda baixa,Medio prazo,Sim,0.00845912526226161,201502,Feb/2015
2015,2,2015-02-01,Sul,PR,Empresarial,6491998.86,35.94,17.35,1734,1709.72,24.1,Médio,Serviços,2015-02,2015-02,Feb,T1,3743.9439792387543,medio,2,Critica,Juros medios,Renda baixa,Curto prazo,Sim,0.028924362418703872,201502,Feb/2015
2015,2,2015-02-01,Sul,SC,Empresarial,590799.35,62.6,16.45,31417,3072.03,117.8,Baixo,Agropecuária,2015-02,2015-02,Feb,T1,18.805084826686187,baixo,1,Critica,Juros medios,Renda media,Medio prazo,Sim,0.0026322392971176024,201502,Feb/2015
2015,2,2015-02-01,Sul,SC,Veículos,9536977.83,29.75,8.96,34595,4424.31,38.4,Baixo,Agropecuária,2015-02,2015-02,Feb,T1,275.67503483162307,baixo,1,Alta,Juros baixos,Renda media,Curto prazo,Sim,0.042490919835753635,201502,Feb/2015
2015,2,2015-02-01,Sul,RS,Veículos,9339128.56,41.28,16.32,7069,1845.49,145.7,Baixo,Indústria,2015-02,2015-02,Feb,T1,1321.1385712264819,baixo,1,Critica,Juros medios,Renda baixa,Medio prazo,Sim,0.04160942491975546,201502,Feb/2015
2015,2,2015-02-01,Sul,RS,Cartão,6815074.05,47.79,5.18,13684,2764.94,196.1,Médio,Indústria,2015-02,2015-02,Feb,T1,498.03230415083306,medio,2,Media,Juros medios,Renda baixa,Longo prazo,Nao,0.030363787176096946,201502,Feb/2015
2015,3,2015-03-01,Norte,AM,Empresarial,6440996.35,66.55,10.12,18158,5288.82,70.2,Baixo,Indústria,2015-03,2015-03,Mar,T1,354.7194817711202,baixo,1,Critica,Juros altos,Renda alta,Curto prazo,Sim,0.028697126537226288,201503,Mar/2015
2015,3,2015-03-01,Norte,PA,Crédito pessoal,4332932.93,34.84,5.34,34490,5462.6,107.5,Baixo,Comércio,2015-03,2015-03,Mar,T1,125.62867294868077,baixo,1,Media,Juros baixos,Renda alta,Medio prazo,Nao,0.01930488977369544,201503,Mar/2015
2015,3,2015-03-01,Norte,PA,Imobiliário,9092438.97,54.79,13.61,35254,4467.51,204.8,Alto,Indústria,2015-03,2015-03,Mar,T1,257.9122644238952,alto,3,Critica,Juros medios,Renda media,Longo prazo,Sim,0.04051032751386321,201503,Mar/2015
2015,3,2015-03-01,Norte,RO,Imobiliário,8546043.04,76.82,4.14,5263,4356.84,116.1,Alto,Serviços,2015-03,2015-03,Mar,T1,1623.796891506745,alto,3,Media,Juros altos,Renda media,Medio prazo,Sim,0.038075922603412436,201503,Mar/2015
2015,3,2015-03-01,Norte,TO,Imobiliário,2509682.1,35.91,16.62,49943,1677.52,87.0,Baixo,Indústria,2015-03,2015-03,Mar,T1,50.25092805798611,baixo,1,Critica,Juros medios,Renda baixa,Medio prazo,Sim,0.011181603105847406,201503,Mar/2015
2015,3,2015-03-01,Nordeste,BA,Crédito pessoal,1486491.26,87.74,15.02,12084,5813.11,232.4,Alto,Serviços,2015-03,2015-03,Mar,T1,123.01317941079112,alto,3,Critica,Juros altos,Renda alta,Longo prazo,Sim,0.006622892712041506,201503,Mar/2015
2015,3,2015-03-01,Nordeste,BA,Empresarial,857833.36,28.54,13.88,23162,4016.24,216.1,Médio,Indústria,2015-03,2015-03,Mar,T1,37.0362386667818,medio,2,Critica,Juros baixos,Renda media,Longo prazo,Sim,0.003821978952025643,201503,Mar/2015
2015,3,2015-03-01,Nordeste,PE,Imobiliário,1183168.62,23.52,6.95,2188,2740.64,170.2,Médio,Indústria,2015-03,2015-03,Mar,T1,540.7534826325411,medio,2,Alta,Juros baixos,Renda baixa,Longo prazo,Sim,0.00527147319420782,201503,Mar/2015
2015,3,2015-03-01,Nordeste,PE,Imobiliário,3063660.1,53.08,10.09,19407,4123.69,116.4,Alto,Comércio,2015-03,2015-03,Mar,T1,157.86366259597054,alto,3,Critica,Juros medios,Renda media,Medio prazo,Sim,0.01364978906667931,201503,Mar/2015
2015,3,2015-03-01,Nordeste,CE,Empresarial,1387206.93,63.98,13.97,31724,2480.41,70.1,Baixo,Comércio,2015-03,2015-03,Mar,T1,43.727365086369936,baixo,1,Critica,Juros altos,Renda baixa,Curto prazo,Sim,0.006180542673887279,201503,Mar/2015
2015,3,2015-03-01,Nordeste,CE,Imobiliário,9927685.13,41.41,11.23,48709,5090.47,190.4,Médio,Indústria,2015-03,2015-03,Mar,T1,203.81623786158616,medio,2,Critica,Juros medios,Renda alta,Longo prazo,Sim,0.044231671765712126,201503,Mar/2015
2015,3,2015-03-01,Nordeste,MA,Veículos,1318123.34,7.81,10.46,46504,3903.32,197.4,Médio,Serviços,2015-03,2015-03,Mar,T1,28.344300275245143,medio,2,Critica,Juros baixos,Renda media,Longo prazo,Sim,0.00587274859729603,201503,Mar/2015
2015,3,2015-03-01,Nordeste,PB,Empresarial,5486851.21,70.99,8.45,39385,5739.77,164.4,Médio,Comércio,2015-03,2015-03,Mar,T1,139.3132210232322,medio,2,Alta,Juros altos,Renda alta,Longo prazo,Sim,0.02444604140542684,201503,Mar/2015
2015,3,2015-03-01,Centro-Oeste,DF,Crédito pessoal,1684165.75,34.87,13.75,29652,2178.37,61.7,Médio,Agropecuária,2015-03,2015-03,Mar,T1,56.797711790098475,medio,2,Critica,Juros baixos,Renda baixa,Curto prazo,Sim,0.007503608915631913,201503,Mar/2015
2015,3,2015-03-01,Centro-Oeste,GO,Cartão,2470288.75,69.45,10.62,20128,5581.52,184.3,Alto,Comércio,2015-03,2015-03,Mar,T1,122.72897207869634,alto,3,Critica,Juros altos,Renda alta,Longo prazo,Sim,0.011006090516141428,201503,Mar/2015
2015,3,2015-03-01,Centro-Oeste,GO,Imobiliário,5528607.77,68.07,9.89,33124,1659.13,190.0,Alto,Agropecuária,2015-03,2015-03,Mar,T1,166.90640532544379,alto,3,Alta,Juros altos,Renda baixa,Longo prazo,Sim,0.024632083008459156,201503,Mar/2015
2015,3,2015-03-01,Centro-Oeste,MT,Empresarial,4948958.93,85.77,14.29,19791,1755.65,51.6,Baixo,Indústria,2015-03,2015-03,Mar,T1,250.06108483654185,baixo,1,Critica,Juros altos,Renda baixa,Curto prazo,Sim,0.02204952354021222,201503,Mar/2015
2015,3,2015-03-01,Centro-Oeste,MS,Crédito pessoal,5354826.25,51.76,19.98,20800,4516.87,168.0,Baixo,Indústria,2015-03,2015-03,Mar,T1,257.4435697115385,baixo,1,Critica,Juros medios,Renda alta,Longo prazo,Sim,0.023857819214741664,201503,Mar/2015
2015,3,2015-03-01,Sudeste,SP,Empresarial,3787021.03,35.2,14.05,37418,3061.2,69.9,Médio,Serviços,2015-03,2015-03,Mar,T1,101.20853680047036,medio,2,Critica,Juros medios,Renda media,Curto prazo,Sim,0.016872641403848494,201503,Mar/2015
2015,3,2015-03-01,Sudeste,SP,Crédito pessoal,4562900.81,23.99,4.65,10391,5530.49,23.4,Alto,Comércio,2015-03,2015-03,Mar,T1,439.1204705995573,alto,3,Media,Juros baixos,Renda alta,Curto prazo,Sim,0.020329485502872908,201503,Mar/2015
2015,3,2015-03-01,Sudeste,SP,Empresarial,4696475.16,69.17,17.12,14417,2607.67,119.4,Alto,Indústria,2015-03,2015-03,Mar,T1,325.7595311091073,alto,3,Critica,Juros altos,Renda baixa,Medio prazo,Sim,0.020924610824451108,201503,Mar/2015
2015,3,2015-03-01,Sudeste,RJ,Veículos,5474658.89,84.29,13.55,6260,5231.03,238.2,Baixo,Indústria,2015-03,2015-03,Mar,T1,874.5461485623002,baixo,1,Critica,Juros altos,Renda alta,Longo prazo,Sim,0.02439171991061302,201503,Mar/2015
2015,3,2015-03-01,Sudeste,RJ,Crédito pessoal,8784295.78,69.48,17.75,39542,3798.85,8.9,Alto,Indústria,2015-03,2015-03,Mar,T1,222.15102372161243,alto,3,Critica,Juros altos,Renda media,Curto prazo,Sim,0.03913743058386966,201503,Mar/2015
